date,product,region,customer_segment,quantity,revenue,cost,profit,churn_risk
2024-01-25,Product_B,East,New,19,27645,15777.24,11867.76,Low
2024-06-10,Product_A,East,High Value,10,5320,3540.63,1779.37,Low
2024-01-10,Product_B,East,High Value,5,1260,943.49,316.51,Low
2024-02-18,Product_D,East,New,1,726,421.93,304.07,Low
2024-05-29,Product_B,West,Returning,16,21280,12859.65,8420.35,Low
2024-03-13,Product_D,North,New,6,5556,3407.97,2148.03,Medium
2024-01-07,Product_B,West,High Value,14,7742,5296.67,2445.33,Low
2024-01-12,Product_D,South,High Value,18,19872,13177.66,6694.34,Low
2024-05-30,Product_A,South,High Value,5,3975,2852.66,1122.34,High
2024-01-11,Product_B,South,Returning,12,4224,2477.46,1746.54,Medium
2024-05-14,Product_D,West,High Value,19,11875,7471.57,4403.43,High
2024-02-12,Product_A,West,High Value,11,12639,7541.1,5097.9,Medium
2024-06-22,Product_D,South,High Value,17,6035,3505.4,2529.6,Low
2024-01-11,Product_A,East,Returning,9,6489,3952.0,2537.0,Medium
2024-05-30,Product_B,North,New,11,6534,4298.91,2235.09,Low
2024-02-07,Product_D,South,High Value,1,1029,664.82,364.18,High
2024-01-17,Product_A,South,High Value,1,637,439.23,197.77,Medium
2024-01-03,Product_C,South,Returning,15,14325,9860.6,4464.4,Low
2024-05-02,Product_B,West,Returning,5,4110,2582.83,1527.17,High
2024-03-15,Product_B,South,New,16,17072,10169.18,6902.82,Low
2024-01-17,Product_A,West,High Value,9,10179,6827.26,3351.74,High
2024-01-16,Product_B,South,New,16,22896,17141.73,5754.27,Medium
2024-01-28,Product_C,West,New,15,16110,9759.33,6350.67,Low
2024-01-28,Product_D,South,Returning,4,3200,1909.21,1290.79,Medium
2024-05-03,Product_B,East,High Value,7,1645,1026.38,618.62,Low
2024-06-10,Product_A,West,Returning,19,13851,10335.72,3515.28,Low
2024-01-29,Product_A,West,New,6,5280,3196.5,2083.5,Low
2024-05-21,Product_D,North,High Value,17,19516,13022.12,6493.88,Medium
2024-01-08,Product_A,North,Returning,2,1882,1323.25,558.75,Low
2024-02-03,Product_D,West,New,15,16125,9959.48,6165.52,Low
2024-04-22,Product_A,West,New,3,2010,1166.65,843.35,Low
2024-03-20,Product_B,West,High Value,15,4530,2642.87,1887.13,High
2024-05-11,Product_C,East,Returning,19,5035,3223.07,1811.93,Low
2024-06-25,Product_D,West,Returning,13,11219,7026.09,4192.91,Medium
2024-06-26,Product_B,East,High Value,1,307,225.77,81.23,Low
2024-02-19,Product_D,West,New,14,7476,5438.25,2037.75,Low
2024-03-19,Product_B,South,High Value,1,458,252.87,205.13,High
2024-06-28,Product_A,East,New,6,6216,3423.8,2792.2,Low
2024-06-17,Product_C,East,Returning,3,2829,1940.33,888.67,Low
2024-02-05,Product_D,West,High Value,15,12735,8082.69,4652.31,High
2024-05-13,Product_B,North,Returning,4,1728,1194.84,533.16,High
2024-01-30,Product_B,South,Returning,16,3328,2457.28,870.72,Medium
2024-04-16,Product_D,East,New,12,6708,4190.51,2517.49,Medium
2024-06-02,Product_D,West,High Value,17,15215,9339.94,5875.06,Low
2024-05-23,Product_C,East,Returning,18,25164,15279.17,9884.83,Low
2024-04-27,Product_B,North,Returning,10,2950,2085.94,864.06,Low
2024-05-15,Product_B,West,New,3,1464,951.3,512.7,Medium
2024-06-20,Product_B,West,High Value,7,6706,3999.66,2706.34,Low
2024-05-20,Product_A,West,High Value,15,16590,10178.91,6411.09,Low
2024-03-11,Product_D,West,High Value,7,2807,2039.54,767.46,Low
2024-01-11,Product_B,West,Returning,8,5368,3760.77,1607.23,Low
2024-04-14,Product_A,East,New,4,4916,3178.51,1737.49,Low
2024-06-12,Product_B,West,Returning,18,7722,5307.21,2414.79,Low
2024-02-19,Product_C,North,High Value,13,13078,9638.6,3439.4,Low
2024-05-29,Product_B,East,New,12,7524,4241.93,3282.07,High
2024-04-14,Product_D,West,New,16,17744,11941.89,5802.11,High
2024-06-02,Product_A,South,New,13,6188,3954.53,2233.47,Low
2024-01-02,Product_D,East,Returning,16,23584,13136.28,10447.72,Medium
2024-02-02,Product_D,South,High Value,14,7098,4891.69,2206.31,Low
2024-04-11,Product_D,East,New,6,4554,2536.12,2017.88,Low
2024-05-26,Product_B,South,High Value,3,1587,876.41,710.59,Low
2024-02-02,Product_C,North,Returning,10,3670,2744.17,925.83,Low
2024-03-29,Product_A,West,High Value,6,7236,4314.49,2921.51,Low
2024-06-01,Product_D,East,Returning,10,12200,8047.04,4152.96,Low
2024-01-04,Product_A,West,High Value,1,1327,827.75,499.25,Low
2024-05-30,Product_B,West,Returning,15,5145,3828.85,1316.15,Low
2024-06-02,Product_D,South,New,1,664,486.04,177.96,Medium
2024-06-27,Product_B,West,Returning,10,7550,4257.46,3292.54,Low
2024-06-05,Product_C,West,Returning,2,1014,627.31,386.69,Low
2024-02-02,Product_D,East,High Value,13,9399,6308.67,3090.33,Low
2024-01-12,Product_C,North,New,2,610,357.62,252.38,Low
2024-04-13,Product_B,South,New,18,18540,13605.68,4934.32,Low
2024-04-28,Product_B,West,Returning,13,14352,8920.28,5431.72,Medium
2024-03-07,Product_B,East,High Value,13,19331,11381.2,7949.8,Low
2024-05-11,Product_C,East,New,13,3328,1879.04,1448.96,Low
2024-04-29,Product_B,North,Returning,10,5680,4083.16,1596.84,Medium
2024-01-02,Product_A,South,High Value,17,21182,13678.07,7503.93,Low
2024-03-23,Product_C,North,New,15,22320,12431.0,9889.0,Medium
2024-03-26,Product_C,East,High Value,8,7304,4564.01,2739.99,Low
2024-03-09,Product_D,West,Returning,18,5508,3036.55,2471.45,High
2024-05-02,Product_B,South,Returning,3,1524,1096.7,427.3,Low
2024-02-04,Product_D,West,Returning,4,4080,2894.81,1185.19,Medium
2024-06-05,Product_A,East,High Value,19,6137,4006.91,2130.09,Low
2024-06-17,Product_A,West,Returning,12,13716,10043.53,3672.47,Low
2024-05-24,Product_D,South,Returning,2,2006,1322.62,683.38,High
2024-02-15,Product_C,North,New,10,12690,8749.28,3940.72,Low
2024-04-15,Product_C,West,New,3,1392,944.79,447.21,Low
2024-06-02,Product_A,West,New,2,862,503.16,358.84,Low
2024-05-31,Product_B,East,Returning,1,1425,883.18,541.82,Medium
2024-01-09,Product_B,North,High Value,17,16932,12428.09,4503.91,High
2024-01-26,Product_D,North,High Value,5,3405,2416.22,988.78,Low
2024-02-22,Product_A,West,High Value,14,13594,7977.04,5616.96,High
2024-02-21,Product_A,North,High Value,14,17976,12527.13,5448.87,Low
2024-03-26,Product_A,East,New,8,5984,3822.26,2161.74,Medium
2024-04-04,Product_B,North,High Value,1,531,341.26,189.74,Medium
2024-02-19,Product_D,East,Returning,14,20188,12121.92,8066.08,High
2024-04-02,Product_B,East,High Value,1,940,636.17,303.83,High
2024-03-07,Product_A,South,Returning,4,2212,1392.04,819.96,Low
2024-02-01,Product_A,North,High Value,12,13308,9204.77,4103.23,Medium
2024-06-04,Product_A,South,Returning,2,1460,888.0,572.0,Low
2024-05-05,Product_A,North,High Value,1,329,230.1,98.9,Low
2024-03-12,Product_B,South,High Value,19,25859,14803.97,11055.03,Low
2024-04-19,Product_D,North,New,16,23664,15551.17,8112.83,Medium
2024-04-16,Product_D,South,Returning,18,6696,4594.77,2101.23,Low
2024-06-26,Product_A,South,High Value,18,6624,4964.51,1659.49,High
2024-02-09,Product_C,South,Returning,12,7416,4753.93,2662.07,Low
2024-03-05,Product_A,East,New,10,3780,2480.74,1299.26,Low
2024-05-15,Product_C,West,High Value,10,11450,7420.13,4029.87,Medium
2024-02-06,Product_C,North,New,16,21936,15216.08,6719.92,Low
2024-04-12,Product_A,West,New,19,24301,15149.8,9151.2,High
2024-06-10,Product_A,South,Returning,5,6060,3826.58,2233.42,Low
2024-02-10,Product_D,South,New,4,4036,2546.65,1489.35,High
2024-01-28,Product_C,North,High Value,16,17584,12826.96,4757.04,Low
2024-04-06,Product_D,North,High Value,17,14042,9995.79,4046.21,Medium
2024-06-27,Product_A,South,Returning,19,14516,8399.82,6116.18,Low
2024-02-04,Product_B,East,New,5,3240,2283.68,956.32,Low
2024-05-01,Product_D,East,Returning,18,26298,15788.84,10509.16,Low
2024-03-28,Product_C,North,High Value,4,4240,2637.88,1602.12,Low
2024-04-11,Product_C,North,New,1,714,477.99,236.01,Medium
2024-04-03,Product_D,East,Returning,16,4528,2958.62,1569.38,Low
2024-06-09,Product_A,East,Returning,17,12257,7874.46,4382.54,High
2024-03-16,Product_C,North,Returning,9,9432,6181.71,3250.29,Low
2024-06-04,Product_D,West,High Value,7,6398,3905.58,2492.42,Low
2024-04-19,Product_D,West,High Value,10,13750,9817.58,3932.42,Low
2024-03-05,Product_C,South,New,11,9581,6159.04,3421.96,Low
2024-06-13,Product_C,South,High Value,3,3453,2098.99,1354.01,Medium
2024-05-13,Product_D,North,High Value,6,4224,2985.83,1238.17,Low
2024-06-13,Product_D,South,Returning,6,4332,2890.96,1441.04,Medium
2024-01-30,Product_D,South,Returning,18,4554,3071.11,1482.89,Low
2024-01-12,Product_D,West,High Value,19,15789,9975.73,5813.27,Low
2024-05-27,Product_B,East,Returning,18,17460,9978.04,7481.96,High
2024-01-17,Product_B,East,High Value,19,20710,15275.66,5434.34,Low
2024-03-04,Product_B,West,High Value,15,7515,5028.86,2486.14,Low
2024-06-07,Product_D,South,Returning,17,3961,2314.51,1646.49,High
2024-03-10,Product_B,West,Returning,11,14487,8173.3,6313.7,Medium
2024-02-12,Product_A,North,Returning,14,11424,6902.26,4521.74,Medium
2024-05-20,Product_B,South,High Value,3,4386,2454.77,1931.23,Low
2024-02-05,Product_A,West,Returning,10,6170,3836.72,2333.28,Low
2024-02-13,Product_C,North,High Value,10,8250,5136.66,3113.34,Low
2024-06-23,Product_B,North,High Value,18,18558,11467.55,7090.45,Low
2024-02-11,Product_B,South,High Value,14,13062,9581.75,3480.25,Medium
2024-04-06,Product_D,West,New,14,19320,11191.04,8128.96,Medium
2024-01-28,Product_D,North,Returning,3,1155,686.41,468.59,Low
2024-05-17,Product_D,West,High Value,16,8880,5981.52,2898.48,Medium
2024-05-21,Product_B,North,New,19,11761,8032.88,3728.12,Low
2024-04-03,Product_D,South,Returning,19,15903,8797.73,7105.27,Low
2024-06-20,Product_B,West,High Value,10,5390,3111.35,2278.65,Low
2024-04-26,Product_C,North,New,11,3652,2410.88,1241.12,Low
2024-04-25,Product_D,North,Returning,15,8175,4866.51,3308.49,High
2024-02-07,Product_A,North,High Value,9,2970,2178.09,791.91,Medium
2024-05-20,Product_D,North,High Value,14,3486,1995.9,1490.1,Medium
2024-06-04,Product_A,East,New,7,3738,2595.3,1142.7,Low
2024-05-06,Product_C,South,High Value,16,13840,8320.9,5519.1,High
2024-06-15,Product_D,North,Returning,2,2380,1444.73,935.27,High
2024-05-04,Product_C,West,Returning,3,3309,2062.18,1246.82,High
2024-03-13,Product_B,West,Returning,19,9576,5500.9,4075.1,Low
2024-03-09,Product_C,North,High Value,10,4610,2951.91,1658.09,Low
2024-04-30,Product_A,North,New,12,2532,1808.39,723.61,High
2024-03-24,Product_D,North,New,12,6000,4029.96,1970.04,Medium
2024-01-06,Product_B,East,High Value,17,10472,7183.11,3288.89,Medium
2024-02-20,Product_A,North,High Value,16,15120,8897.49,6222.51,Low
2024-01-22,Product_C,East,High Value,2,2110,1494.97,615.03,Low
2024-04-23,Product_B,West,New,5,6730,4795.56,1934.44,Low
2024-05-28,Product_C,South,High Value,5,3750,2198.91,1551.09,Low
2024-06-13,Product_C,West,Returning,4,4128,2473.45,1654.55,Medium
2024-06-17,Product_B,East,Returning,3,2466,1668.16,797.84,Low
2024-05-08,Product_A,West,New,13,13182,9601.42,3580.58,Low
2024-02-11,Product_B,West,Returning,13,8398,5633.78,2764.22,Low
2024-06-09,Product_B,North,High Value,9,7533,4192.27,3340.73,Low
2024-01-25,Product_A,South,High Value,13,3601,2336.35,1264.65,Low
2024-01-11,Product_C,East,New,9,4374,2607.46,1766.54,Low
2024-05-16,Product_B,North,Returning,5,7120,4568.86,2551.14,Low
2024-06-13,Product_C,West,High Value,19,19152,10857.43,8294.57,High
2024-05-28,Product_C,East,New,14,3346,2011.97,1334.03,Low
2024-05-14,Product_D,West,High Value,6,1842,1307.78,534.22,High
2024-05-16,Product_B,South,High Value,10,14470,8947.55,5522.45,Low
2024-01-10,Product_B,West,New,14,19082,11118.02,7963.98,Medium
2024-04-16,Product_A,East,High Value,12,4020,2547.92,1472.08,Medium
2024-01-31,Product_D,North,High Value,8,8096,4814.48,3281.52,Low
2024-03-02,Product_D,South,Returning,17,18190,11147.16,7042.84,Low
2024-06-12,Product_B,South,High Value,14,17360,11261.49,6098.51,Low
2024-01-20,Product_D,North,New,14,6776,4191.54,2584.46,Low
2024-05-19,Product_B,North,Returning,14,6132,4093.69,2038.31,Low
2024-05-07,Product_A,North,Returning,2,2162,1242.91,919.09,Low
2024-05-13,Product_D,East,New,9,10674,6564.62,4109.38,Low
2024-01-17,Product_C,East,High Value,4,2364,1404.82,959.18,Low
2024-01-30,Product_D,West,Returning,17,23783,13766.5,10016.5,Low
2024-04-14,Product_C,South,High Value,1,1273,937.7,335.3,Medium
2024-05-10,Product_B,East,Returning,4,5784,4148.64,1635.36,Low
2024-05-27,Product_C,East,New,13,9542,6346.86,3195.14,Medium
2024-01-12,Product_A,East,New,1,845,615.16,229.84,High
2024-03-20,Product_A,South,Returning,4,4276,2822.39,1453.61,Low
2024-04-21,Product_A,South,Returning,13,10491,7832.61,2658.39,Low
2024-05-10,Product_B,East,New,13,10491,6375.05,4115.95,Low
2024-01-23,Product_C,North,Returning,3,2568,1621.09,946.91,Low
2024-03-30,Product_A,East,New,9,5760,3458.56,2301.44,High
2024-04-04,Product_A,West,Returning,16,19104,11553.33,7550.67,Low
2024-02-26,Product_C,East,New,10,7650,4604.37,3045.63,Low
2024-04-13,Product_B,North,New,18,16938,11616.51,5321.49,Low
2024-04-22,Product_D,North,New,14,6216,4597.66,1618.34,Low
2024-05-09,Product_A,South,Returning,1,1123,651.61,471.39,Medium
2024-05-12,Product_D,East,Returning,8,2136,1404.54,731.46,Low
2024-05-28,Product_B,East,High Value,13,14846,9430.1,5415.9,Low
2024-04-02,Product_B,East,New,12,6672,4694.72,1977.28,Low
2024-04-14,Product_C,South,High Value,2,1902,1319.56,582.44,High
2024-04-29,Product_B,East,High Value,16,14544,9487.1,5056.9,Medium
2024-01-02,Product_C,West,Returning,5,2635,1695.41,939.59,Medium
2024-01-30,Product_B,North,New,6,7530,5420.46,2109.54,Low
2024-05-14,Product_D,East,High Value,17,19652,13338.76,6313.24,Low
2024-02-10,Product_D,North,New,7,7819,5419.73,2399.27,Low
2024-02-22,Product_B,East,High Value,16,20320,13257.56,7062.44,Medium
2024-05-28,Product_B,North,High Value,10,6250,3446.99,2803.01,Low
2024-05-20,Product_B,West,New,3,4416,3086.85,1329.15,High
2024-05-30,Product_A,East,New,17,8874,4881.29,3992.71,Low
2024-04-14,Product_C,South,New,14,18536,13807.59,4728.41,Low
2024-03-06,Product_B,West,Returning,2,1228,690.42,537.58,Low
2024-05-21,Product_A,South,New,1,1269,868.92,400.08,Low
2024-04-23,Product_A,West,New,14,20720,13653.57,7066.43,High
2024-05-21,Product_D,East,High Value,17,22100,16434.88,5665.12,Low
2024-06-22,Product_C,South,New,8,4088,2254.66,1833.34,Medium
2024-06-20,Product_A,North,Returning,18,7812,4692.62,3119.38,High
2024-02-01,Product_A,South,High Value,2,876,493.63,382.37,Low
2024-06-05,Product_C,South,High Value,4,2700,1900.51,799.49,Medium
2024-04-24,Product_A,East,New,4,3124,1911.67,1212.33,Low
2024-05-21,Product_B,North,New,19,10412,5800.46,4611.54,High
2024-03-05,Product_A,West,New,7,9513,5725.85,3787.15,Medium
2024-05-26,Product_B,East,High Value,11,9449,6574.16,2874.84,High
2024-04-19,Product_B,North,High Value,6,8586,6268.8,2317.2,Low
2024-05-07,Product_A,East,New,1,1180,732.55,447.45,High
2024-05-13,Product_C,East,High Value,10,12730,7063.79,5666.21,Low
2024-04-13,Product_C,South,Returning,1,911,523.18,387.82,Low
2024-02-29,Product_B,West,Returning,9,12177,6877.54,5299.46,Low
2024-04-08,Product_B,West,High Value,12,10716,6589.74,4126.26,Low
2024-01-16,Product_B,North,Returning,12,8364,5638.53,2725.47,High
2024-01-16,Product_B,East,High Value,5,4490,2965.8,1524.2,Medium
2024-01-20,Product_A,North,High Value,11,11099,6909.69,4189.31,Low
2024-01-26,Product_D,West,High Value,14,3248,2428.21,819.79,Low
2024-05-12,Product_B,West,Returning,5,5565,4030.19,1534.81,Medium
2024-05-26,Product_A,North,Returning,10,12700,8497.11,4202.89,Medium
2024-05-21,Product_B,North,New,11,10241,7069.85,3171.15,Low
2024-02-04,Product_A,North,High Value,3,4101,2742.96,1358.04,Low
2024-03-01,Product_A,South,Returning,8,2544,1408.0,1136.0,Medium
2024-04-09,Product_A,West,New,8,7992,5639.58,2352.42,Medium
2024-06-25,Product_C,East,High Value,19,19057,12617.59,6439.41,Low
2024-03-19,Product_B,North,Returning,16,8176,5260.31,2915.69,Low
2024-02-22,Product_D,North,Returning,13,12428,7455.44,4972.56,Low
2024-06-13,Product_D,West,High Value,17,15878,9482.89,6395.11,Low
2024-05-24,Product_D,East,Returning,4,3772,2745.06,1026.94,Low
2024-06-27,Product_D,West,High Value,13,3757,2397.99,1359.01,Medium
2024-06-16,Product_A,East,Returning,19,11533,8589.66,2943.34,Low
2024-02-16,Product_A,North,Returning,11,15202,10309.67,4892.33,High
2024-03-22,Product_A,South,Returning,14,11480,7258.64,4221.36,Low
2024-01-07,Product_B,South,Returning,3,2307,1274.44,1032.56,Low
2024-04-17,Product_C,East,High Value,9,7488,4649.56,2838.44,High
2024-06-21,Product_A,East,High Value,9,7722,4534.84,3187.16,High
2024-05-15,Product_B,East,New,12,2436,1413.84,1022.16,Low
2024-03-21,Product_B,North,High Value,5,6785,4318.89,2466.11,Medium
2024-06-26,Product_C,North,High Value,14,18074,12115.62,5958.38,Medium
2024-04-11,Product_B,West,High Value,15,14670,9465.77,5204.23,High
2024-05-24,Product_C,South,Returning,8,4664,2612.18,2051.82,Medium
2024-03-24,Product_B,North,New,1,897,641.13,255.87,Low
2024-01-14,Product_A,East,Returning,15,17730,12801.49,4928.51,High
2024-03-20,Product_B,South,New,17,3587,2587.05,999.95,High
2024-06-16,Product_B,West,High Value,12,3228,2345.96,882.04,Medium
2024-05-09,Product_A,East,Returning,3,4461,2794.5,1666.5,Medium
2024-05-20,Product_C,East,High Value,10,7540,4198.66,3341.34,Low
2024-04-18,Product_B,West,Returning,9,6111,4575.99,1535.01,Low
2024-05-08,Product_B,North,New,1,530,358.46,171.54,Medium
2024-01-21,Product_A,South,Returning,7,7231,4304.3,2926.7,High
2024-04-05,Product_D,North,Returning,15,4335,2913.43,1421.57,Low
2024-04-12,Product_C,South,New,3,3633,2288.19,1344.81,Low
2024-05-14,Product_B,West,High Value,6,2604,1655.13,948.87,Low
2024-04-01,Product_B,East,New,4,5596,3879.89,1716.11,High
2024-05-31,Product_A,East,New,5,4155,2584.11,1570.89,Low
2024-02-26,Product_D,South,New,13,12181,7289.89,4891.11,Low
2024-03-23,Product_B,South,High Value,3,3675,2601.3,1073.7,High
2024-04-22,Product_D,West,Returning,4,2668,1848.66,819.34,Low
2024-01-02,Product_A,West,New,4,5508,3997.65,1510.35,High
2024-06-18,Product_D,East,New,18,12744,8702.91,4041.09,Medium
2024-04-15,Product_D,North,Returning,15,22440,16169.96,6270.04,Low
2024-03-07,Product_B,South,High Value,10,9200,5494.06,3705.94,Low
2024-04-30,Product_C,East,New,7,7392,4545.56,2846.44,Low
2024-03-12,Product_C,East,Returning,9,3402,2169.93,1232.07,Medium
2024-02-27,Product_C,West,New,17,22695,13331.54,9363.46,Medium
2024-04-01,Product_C,West,Returning,19,15485,11229.16,4255.84,Medium
2024-05-26,Product_A,South,High Value,2,1022,677.96,344.04,High
2024-04-23,Product_C,East,High Value,6,7950,4645.4,3304.6,Low
2024-01-24,Product_D,West,Returning,11,16390,9593.24,6796.76,Medium
2024-04-06,Product_D,South,High Value,8,10672,7559.05,3112.95,Medium
2024-06-07,Product_B,North,High Value,5,5345,3133.04,2211.96,Medium
2024-04-03,Product_D,South,New,17,25041,16890.61,8150.39,Low
2024-01-20,Product_C,South,High Value,9,5877,3608.9,2268.1,Low
2024-04-23,Product_A,East,New,5,5315,3821.28,1493.72,Low
2024-02-08,Product_A,South,High Value,17,3944,2885.73,1058.27,Low
2024-03-07,Product_A,South,High Value,2,1372,868.61,503.39,Medium
2024-06-06,Product_D,East,Returning,7,6034,3514.93,2519.07,High
2024-04-08,Product_D,South,New,16,15072,9400.64,5671.36,Low
2024-05-19,Product_A,East,Returning,7,5425,3023.01,2401.99,Low
2024-01-13,Product_A,East,New,19,25536,15282.87,10253.13,Low
2024-02-02,Product_A,East,Returning,4,1196,726.59,469.41,High
2024-05-26,Product_A,East,High Value,6,4596,2938.51,1657.49,High
2024-01-27,Product_C,East,New,9,8082,5474.66,2607.34,Medium
2024-02-01,Product_D,South,Returning,12,7056,4793.65,2262.35,High
2024-05-23,Product_D,East,High Value,16,20624,12786.59,7837.41,Low
2024-06-22,Product_A,East,Returning,11,5720,3856.58,1863.42,Low
2024-02-19,Product_D,South,New,18,18864,12133.86,6730.14,Medium
2024-03-21,Product_C,East,High Value,10,7760,4392.22,3367.78,Medium
2024-02-12,Product_B,North,Returning,3,3528,2246.62,1281.38,Low
2024-03-31,Product_A,East,New,10,5260,3176.67,2083.33,Low
2024-03-19,Product_B,West,High Value,6,3858,2322.89,1535.11,High
2024-02-12,Product_C,South,New,18,4410,3260.21,1149.79,Low
2024-02-28,Product_C,West,Returning,11,15939,10021.55,5917.45,Low
2024-06-04,Product_A,South,High Value,1,1039,650.1,388.9,High
2024-01-29,Product_B,West,Returning,5,1470,853.97,616.03,Low
2024-05-05,Product_D,North,Returning,5,1325,980.22,344.78,Low
2024-02-26,Product_B,East,Returning,12,13308,7674.3,5633.7,Low
2024-01-29,Product_B,North,New,2,2582,1602.8,979.2,Medium
2024-05-06,Product_D,North,High Value,6,7428,4288.59,3139.41,Medium
2024-04-06,Product_D,West,High Value,6,5358,3981.59,1376.41,Low
2024-03-09,Product_B,South,Returning,4,5588,3962.71,1625.29,Low
2024-06-15,Product_A,North,New,8,6800,4920.61,1879.39,Low
2024-03-17,Product_C,West,High Value,13,16133,9731.68,6401.32,Low
2024-03-26,Product_D,East,High Value,15,13455,9305.89,4149.11,Medium
2024-06-20,Product_B,West,New,1,1145,721.91,423.09,High
2024-01-24,Product_A,South,New,4,1436,888.88,547.12,Medium
2024-03-25,Product_A,North,High Value,6,7248,4581.46,2666.54,Low
2024-02-18,Product_B,West,Returning,4,2004,1210.19,793.81,Low
2024-03-30,Product_B,East,Returning,11,5016,3357.67,1658.33,Low
2024-04-27,Product_B,North,Returning,15,20055,14262.83,5792.17,Low
2024-06-21,Product_D,East,High Value,13,15197,10472.51,4724.49,Medium
2024-05-21,Product_D,North,High Value,5,2855,1610.74,1244.26,Low
2024-01-17,Product_B,West,High Value,13,7774,5561.03,2212.97,High
2024-05-31,Product_C,East,Returning,12,9432,6784.82,2647.18,Low
2024-03-21,Product_C,South,New,15,19845,13766.61,6078.39,Low
2024-04-14,Product_C,West,High Value,17,23375,14122.96,9252.04,Low
2024-06-27,Product_B,West,High Value,19,8132,5835.24,2296.76,Low
2024-03-07,Product_A,East,Returning,12,17448,9835.27,7612.73,Low
2024-04-14,Product_B,East,Returning,12,17928,12475.89,5452.11,Low
2024-01-26,Product_A,North,High Value,7,6601,3739.78,2861.22,Medium
2024-05-10,Product_A,West,New,6,4674,3359.02,1314.98,Low
2024-03-14,Product_A,East,Returning,19,26790,17330.92,9459.08,High
2024-05-22,Product_A,East,High Value,12,13764,8758.77,5005.23,Low
2024-06-12,Product_B,West,Returning,16,16928,12581.82,4346.18,Low
2024-04-06,Product_B,East,High Value,12,12996,7933.41,5062.59,Low
2024-06-23,Product_B,North,New,7,5642,3758.3,1883.7,High
2024-02-03,Product_B,North,Returning,3,1536,899.77,636.23,Low
2024-01-05,Product_C,East,New,16,15760,10152.46,5607.54,Medium
2024-06-18,Product_A,North,High Value,14,15176,9072.29,6103.71,Low
2024-02-14,Product_C,East,Returning,11,11352,6731.5,4620.5,Low
2024-05-26,Product_A,North,Returning,1,317,202.27,114.73,Medium
2024-05-22,Product_D,West,Returning,3,3783,2277.07,1505.93,Low
2024-01-04,Product_A,South,New,8,9448,6040.0,3408.0,Low
2024-01-13,Product_D,East,Returning,13,9802,5929.37,3872.63,Low
2024-01-09,Product_D,East,New,13,8281,5281.81,2999.19,Medium
2024-06-17,Product_A,South,New,19,25365,18827.32,6537.68,Medium
2024-05-13,Product_A,West,Returning,5,1840,1128.41,711.59,Low
2024-06-11,Product_D,North,High Value,17,7514,5126.92,2387.08,Medium
2024-04-23,Product_B,North,Returning,7,5103,3432.57,1670.43,Medium
2024-03-28,Product_D,South,Returning,7,10304,6341.77,3962.23,High
2024-06-06,Product_C,North,High Value,10,7980,5172.71,2807.29,Low
2024-06-16,Product_C,West,New,16,14048,8802.58,5245.42,Low
2024-06-15,Product_C,North,High Value,5,5510,4073.86,1436.14,Low
2024-03-14,Product_B,South,Returning,8,7160,4702.33,2457.67,Medium
2024-01-13,Product_B,North,High Value,2,2132,1542.78,589.22,Low
2024-05-08,Product_D,North,New,10,8770,5096.13,3673.87,Medium
2024-06-14,Product_B,West,High Value,11,10879,8151.68,2727.32,Low
2024-04-23,Product_A,East,High Value,16,14976,10920.1,4055.9,Medium
2024-01-12,Product_B,East,Returning,7,6559,4004.1,2554.9,Medium
2024-06-25,Product_C,South,Returning,7,8960,5867.43,3092.57,Low
2024-06-09,Product_D,North,Returning,16,20576,11343.93,9232.07,Low
2024-04-20,Product_A,East,High Value,17,24633,17729.2,6903.8,Low
2024-04-04,Product_C,North,New,9,8046,4495.05,3550.95,Low
2024-04-19,Product_B,East,New,11,7073,5029.29,2043.71,Medium
2024-04-03,Product_A,West,Returning,9,8955,6093.19,2861.81,Low
2024-02-18,Product_B,East,New,3,4380,2958.21,1421.79,Medium
2024-05-20,Product_D,South,New,1,349,259.19,89.81,Low
2024-01-30,Product_C,West,High Value,17,12750,9559.05,3190.95,Low
2024-03-30,Product_B,East,New,7,3353,2076.3,1276.7,Low
2024-02-02,Product_A,North,Returning,12,12036,7238.96,4797.04,Low
2024-05-19,Product_C,North,High Value,16,18992,11676.04,7315.96,Low
2024-03-19,Product_A,East,New,13,7410,4298.26,3111.74,Low
2024-03-08,Product_A,West,High Value,14,19670,11377.14,8292.86,Medium
2024-04-10,Product_D,South,Returning,6,3714,2244.44,1469.56,Low
2024-06-07,Product_B,South,New,17,25313,14408.04,10904.96,Low
2024-04-08,Product_B,North,New,4,5108,3654.15,1453.85,Low
2024-05-08,Product_D,East,High Value,15,12030,8176.61,3853.39,Low
2024-06-04,Product_D,West,New,10,7700,5738.94,1961.06,High
2024-03-03,Product_B,North,Returning,12,13104,8060.71,5043.29,Low
2024-04-12,Product_A,North,New,15,4140,2692.14,1447.86,Medium
2024-03-22,Product_D,West,High Value,8,7560,4415.5,3144.5,Medium
2024-03-23,Product_C,East,Returning,11,15961,8857.63,7103.37,Medium
2024-03-19,Product_D,North,Returning,18,9108,6181.28,2926.72,Low
2024-06-09,Product_A,East,Returning,2,2052,1290.53,761.47,Medium
2024-05-16,Product_A,East,New,15,12435,8530.94,3904.06,Medium
2024-02-14,Product_B,East,New,18,22266,15743.02,6522.98,Low
2024-05-29,Product_D,West,Returning,16,3552,2392.74,1159.26,Low
2024-01-01,Product_C,South,High Value,2,606,381.18,224.82,High
